VisualVHazimuth,VisualVHelevation,VisualRealazimuth,VisualRealelevation,AccousticVHmdnoLSazimuth,AccousticVHmdnoLSelevation,accousticVirtualHmdLaserazimuth,accousticVirtualHmdLaserelevation,accousticVHmdazimuth,accousticVHmdelevation,accousticRealazimuth,accousticRealelevation,accousticBlindHmdazimuth,accousticBlindHmdelevation,accousticBlindazimuth,accousticBlindelevation,VisualVHazTotal,VisualVHelTotal,VisualRealazTotal,VisualRealelTotal,accVirHmdNoLsaztotal,accVirHmdNoLseltotal,accousticVirtualHmdLaserazTotal,accousticVirtualHmdLaserelTotal,accVirHmdazTotal,accVirHmdelTotal,accRealazTotal,accRealelTotal,accBlindHmdazTotal,accBlindHmdelTotal,accBlindazTotal,accBlindelTotal
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-93.44737357,3.596576714,-92.23057669,3.26997187,-79.00706595,3.887910866,-74.5033493,0.490328908,-81.58989066,-1.012495972,-93.34655875,-4.787746883,-78.22522086,7.539850258,-81.8649227,11.45124056
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-93.96897826,-5.123336434,-97.0598825,1.242583633,-92.24489532,-2.03938353,-90.02206421,-3.360367775,-79.80384002,0.873597503,-91.65328918,4.601104141,-87.11553893,19.44238031,-90.91297851,17.19577539
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-93.5188203,1.199918996,-86.0594392,-3.043068637,-99.08863689,3.249058019,-89.06902313,-1.019238591,-92.02059795,1.369472753,-82.48139812,8.416929494,-90.722075,-9.65027975,-94.33832409,6.196012746
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-92.31579892,-0.25822125,-90.55010526,3.183947939,-88.83634488,8.002910036,-90.1602478,-0.260868967,-91.09619443,-4.618559461,-90.38938443,0.080562014,-97.75554959,-11.20093594,-92.06289212,-11.6115738
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-91.26004608,-2.615964599,-93.28520783,3.281589799,-89.27139099,-4.703154273,-76.12966156,0.979848564,-78.99204071,2.585279755,-83.40954407,1.148630433,-98.66158875,-6.958024688,-94.25120362,-2.994466491
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-96.46452353,-6.475763149,-95.13119528,2.095564061,-105.5398485,12.81514376,-88.84733582,-2.240674496,-88.58506033,-8.574045009,-91.31196615,0.324379139,-102.4974291,1.021003895,-105.0876162,-17.15215514
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-92.24687218,-15.71583168,-90.08079552,9.634597859,-86.7947924,-2.135167995,-90.19460297,-0.964877069,-93.87316917,-12.58361618,-95.70848106,26.3053933,-101.3461153,-12.64472667,-114.9272768,-6.794252315
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-81.64937876,-5.056437921,-71.05168437,10.32224422,-73.05354594,-7.291187715,-76.91119385,0.186235219,-76.88631724,-7.293837976,-73.43103312,16.67824702,-81.3889799,14.45656734,-72.09121226,4.865954924
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-74.40145674,-0.183680406,-72.56765547,-1.052439562,-78.25410261,-16.32170331,-82.20713043,-1.416939974,-82.68422499,-6.299889437,-74.72592726,-1.420811525,-82.56139174,2.557759413,-78.0916728,0.391741881
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-80.00410209,-2.242926917,-75.97823082,1.191907563,-84.1348394,-5.50246366,-75.65810394,2.845644474,-80.03517662,7.07153193,-63.62112938,7.220076241,-94.50330101,-16.64107474,-81.11044822,3.229565301
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-80.1461727,-1.390956856,-74.14803427,-3.232123352,-73.63821524,8.7228451,-75.3742218,-1.324083567,-74.23132437,-3.629325844,-71.71663016,-3.726307846,-75.9946987,10.54980471,-75.33843344,14.4545212
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-77.83914123,-2.798967957,-81.6312326,5.435897232,-78.71170745,-4.273913979,-59.49784851,-1.559684157,-76.65964446,1.502841354,-71.44176421,11.21959245,-81.18600402,13.63183725,-61.90035949,2.551062942
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-63.11927654,3.187252294,-74.74037029,0.681296598,-89.87843944,-4.058315028,-74.08315277,-0.414466262,-93.95331432,2.003839742,-76.99782421,-3.296174754,-85.25567485,-0.544277896,-78.56162883,1.70654894
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-75.05954282,0.060986895,-74.19743649,2.034919161,-90.44145505,-9.396290403,-75.0836792,0.571840405,-90.92618863,-2.467821699,-73.76163785,4.137244601,-73.53709714,-17.31082688,-78.79722897,-5.005804639
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-76.87360199,-0.760160156,-77.72736939,1.609415345,-69.92515381,0.441801362,-75.8267746,0.558863044,-78.08846863,-1.315755554,-77.35005005,7.243290238,-92.50879486,-6.437495895,-83.8149701,-0.150668807
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-80.54848501,2.703390294,-68.37657187,2.793321782,-97.28619406,6.488079243,-72.57264709,0.756945312,-91.36419699,-4.254230327,-61.41731283,7.594829732,-92.91704581,1.043775731,-104.7718127,1.377540761
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-74.70211052,-15.2343444,-74.79554771,15.52404412,-87.72139,-12.79018203,-72.673172,-0.461198419,-81.58584617,-15.80691997,-83.43521904,17.05363091,-89.39868187,-7.229055324,-101.8269045,4.282539448
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-60.00562571,-4.975800943,-65.67400645,7.826453734,-69.59460734,-7.150785875,-60.21656799,-1.779862046,-60.48222255,-6.955169153,-58.0676298,12.58265452,-68.07436656,10.59691386,-57.77315043,3.986459303
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-62.55212965,-1.854227892,-56.77834501,-3.191906801,-65.67020979,-5.55319964,-59.17956161,2.311612606,-66.57675734,3.241091856,-60.44031706,24.51719964,-67.54792586,11.97474969,-70.35185804,-14.40324627
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-59.42130409,0.070075669,-63.13316093,0.646687188,-61.08046852,4.441567101,-60.63119888,0.251087874,-61.02452217,9.212570824,-45.18673835,3.039740243,-56.02771125,7.692307153,-58.980615,-1.041304908
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-63.64846152,-0.801156975,-61.92992514,5.18526461,-57.01205558,1.761038803,-59.23265076,1.418735981,-60.35376853,-0.715287186,-60.13679236,-1.76665876,-36.85115927,15.05982783,-46.101556,10.9342499
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-65.54650817,-6.995621323,-57.1714128,6.883378387,-68.25147185,8.769910217,-60.41286087,-1.230468988,-61.07651839,4.0107435,-62.44821868,8.327983261,-71.20501647,7.822644592,-49.30708633,4.963820816
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-60.21290447,-1.880577792,-55.36190273,-0.794563998,-87.64162304,11.85383249,-58.62203217,-1.005339146,-63.83295299,-1.000569095,-59.02040722,7.641861211,-90.19605877,5.357263814,-69.33459331,3.258621465
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-60.31222455,2.27432384,-61.10830609,4.314597506,-68.53421323,-3.576861005,-59.45180511,-0.205155119,-58.60244672,-4.06400929,-61.29818646,-1.009268385,-63.91504971,-7.072161298,-60.69135587,-10.97049199
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-61.4699765,-1.701620765,-61.49625214,5.562258057,-74.91360291,-6.217078872,-58.14588547,-1.276723027,-54.04691895,0.168525986,-55.76887711,-1.779334731,-76.9918042,-7.990415283,-64.54092987,-5.034698196
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-61.73885748,-7.85374052,-59.68573019,1.041412526,-81.39361593,14.96709841,-73.27107239,0.130084231,-81.63874838,-6.252211399,-60.00883124,8.815021687,-78.99832175,8.153230839,-81.23780081,-1.513945407
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-59.44136833,-16.77704517,-58.21069359,17.10570153,-75.31909202,-4.159192958,-67.66346741,-1.833970785,-67.95666527,-15.57442657,-60.09426903,16.25212105,-90.76822685,-16.18886367,-82.72639488,-1.789930263
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-49.16928767,-1.540468645,-40.94642543,4.002107191,-49.16300868,-13.18244405,-44.87035751,-3.850959778,-51.06424998,-4.796931696,-46.0994253,-2.712965441,-47.90131282,21.04870753,-45.86451625,14.49403911
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-48.86532774,-5.648747316,-47.74783888,-3.459753862,-49.86148253,1.453038344,-40.57036972,5.047615528,-51.07975569,7.66147531,-42.47587004,-12.95139395,-50.41064634,21.85638727,-51.86161986,2.884202131
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-46.60074363,3.293945947,-48.6041082,0.204377808,-57.52540336,-6.211785636,-44.56301498,0.866556227,-45.54437004,2.530850091,-43.2707151,2.603632607,-40.88935981,-2.133226714,-41.42159019,-10.56073769
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-46.24673575,0.275438332,-46.75970954,2.266165756,-48.91077918,-3.025257088,-45.22922516,-0.671397507,-43.8520481,0.98264315,-43.79747885,-2.350427605,-31.05539435,10.2175236,-40.40783042,5.703895592
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-47.02823958,-0.606518387,-38.7139009,0.684558273,-49.23326812,1.084397674,-44.97239304,-2.295281887,-44.87081847,7.397656799,-42.48351607,1.768645645,-50.84551177,5.97649324,-50.64321456,18.6966604
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-45.88659908,1.041493665,-43.21483852,4.634084951,-56.2845216,11.48193003,-41.38208389,-3.524504185,-45.70636226,-1.434661616,-42.71300365,2.256296407,-53.86210109,9.165533315,-40.3468156,13.61355044
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-45.81886975,-1.903914075,-44.41225354,6.522202868,-53.69872586,-6.542460065,-44.4596138,-0.081016429,-46.51258389,-5.583426099,-44.2401611,0.448689837,-52.28219144,0.837033648,-48.75054852,-2.87981854
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-42.88091095,-6.842089362,-44.56559952,5.605417542,-47.98349961,-2.678951927,-45.24324036,-1.195184231,-40.24840363,-3.805741973,-40.32333191,0.78352385,-62.47517212,-4.175371833,-57.60381134,-3.943739601
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-49.0908129,-4.508996791,-45.91724798,0.252580815,-76.84709952,13.77326792,-46.14581299,-0.705910444,-44.48469565,-13.88220198,-46.1632807,7.887256795,-71.91445181,20.24406832,-65.17118094,17.60845964
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-46.3890078,-10.92127792,-44.41722893,16.40053566,-52.67660164,-19.10669319,-52.45844269,-1.017899871,-46.96003364,-17.88212863,-43.00039314,12.56248482,-57.65569328,4.574588856,-62.50011467,-9.007158199
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-32.29461192,-2.313665819,-32.04200648,7.888389158,-29.65087222,-7.470390749,-30.3534832,-1.278027534,-33.56132411,-2.670141649,-29.70876025,-1.910240602,-34.08344554,0.41829257,-31.95640467,-6.584665727
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-31.81552305,-4.149718157,-29.04642096,3.573168883,-31.7159976,-19.46139776,-29.88027573,-3.742441893,-35.82509031,17.52686227,-30.16774931,10.72034753,-46.50269117,1.223269591,-36.71994963,17.57293237
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-31.28672157,6.516688027,-32.08362327,0.991052308,-22.0975431,-8.845834575,-29.72291756,0.08277151,-29.10281692,-28.30689462,-27.59682785,-2.200558982,-30.15973411,-8.008951984,-24.91745125,-7.910262428
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-33.20252723,6.516031288,-31.1223461,-2.187432266,-23.86915511,3.255128883,-30.16643524,-14.36151505,-32.76264685,-1.007414795,-26.73676795,-3.898551918,-28.80624884,6.610219978,-29.07248038,7.766954445
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-24.1694902,-2.465395569,-35.39493117,11.80377138,-49.87368331,-4.214709877,-30.29801178,-1.31099689,-30.05291305,10.55900323,-28.95400558,4.59394014,-41.61834273,8.171271683,-36.9252275,5.949069382
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-32.34752895,-2.158832301,-27.71364834,3.597316991,-35.59392025,6.68087412,-27.93015099,4.576482773,-33.54633953,-1.096738566,-32.65381481,11.04347254,-36.06109859,0.26638342,-25.82877399,15.48332811
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-31.08945004,-2.827288251,-31.65918271,-0.393377882,-35.44731442,-0.931036573,-30.30831337,-0.159269914,-31.10278622,-2.832110029,-30.32866589,-1.227869611,-37.90024487,-4.700255018,-34.43149487,-2.370327573
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-29.22540482,-1.168551154,-28.60915764,3.933224015,-29.43186005,-8.631469436,-30.88662148,-0.410941899,-21.43469055,-2.356314369,-22.83300026,1.133011155,-50.11803253,-8.889513679,-41.88807114,0.871332459
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-34.85451147,-8.062928981,-33.35953161,11.58656328,-47.76722738,14.57718866,-29.93229675,0.06045045,-31.12023947,-10.00351507,-27.63729498,9.630417042,-47.74354956,19.37004107,-42.3779299,7.748556309
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-31.3191645,-12.13557617,-27.41579269,27.32625588,-35.38426994,-19.59834377,-30.69950485,0.042555355,-29.65879082,-13.84232513,-28.27606605,9.551532826,-50.58974861,3.916015706,-44.82320427,-9.634231487
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-14.12792872,-3.838327837,-15.59073352,10.81793933,-18.06212519,-12.1957006,-16.74212837,-3.513480186,-17.14084338,-8.365105104,-16.3085451,6.636245299,-32.00531672,31.63143306,-8.598965633,-14.85416026
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-15.88798323,2.195963987,-13.57926932,5.007216581,-22.77479925,-7.721846453,-15.93184853,3.131324053,-15.10283842,-3.203190676,-22.37047567,-13.07665335,-19.82168951,2.264369139,-31.81686583,9.088103422
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-15.65812812,-3.188750587,-15.07403122,-1.463335357,-13.8859552,-5.692807517,-15.55632973,-0.34089148,-12.74397121,0.931397118,-12.12533985,1.982255616,-3.52239309,-6.23875793,-7.413655621,3.106833138
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-12.06709594,4.087209724,-14.49664229,-1.368150688,-11.69373339,7.433906578,-15.73824883,-0.591620862,-8.683080852,-25.23231313,-17.13324469,1.610590004,-23.22381133,5.981283211,-15.47086447,13.53321078
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-17.83303771,-2.236981034,-16.14728484,1.905377746,-4.737928725,5.399184585,-15.4618597,-3.569986343,-18.22722945,11.51394594,-17.10005698,4.889481903,-31.37566314,9.593964935,-13.42054782,7.800322891
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-16.2221265,-2.947146167,-13.93020488,7.971723806,-21.35235264,1.368686925,-10.69697571,-3.190924644,-19.36929943,0.440539609,-12.03248741,-0.003013362,-20.69453861,-17.60928081,-12.91691162,14.02172876
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-14.94842831,-1.333689313,-14.34444444,2.688971896,-21.36486928,-14.09323464,-15.05595493,-0.087395824,-15.43966977,-3.569790464,-16.18139378,-1.076040845,-35.71972195,-7.316982847,-27.72047917,-3.635565382
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-13.55787285,-3.11198587,-15.56967934,1.02958136,-15.85931977,-10.89379854,-15.2632513,-0.072519675,-20.18012436,4.13786345,-13.45239838,-0.477103896,-27.28378685,-10.53832836,-24.81914719,-8.976099677
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-16.3202326,-2.100842304,-15.06554148,16.83211916,-38.00588629,12.97332972,-15.092206,1.277576566,-14.65154478,-7.628651447,-16.08691618,6.879442387,-33.39107916,6.587669545,-20.71355459,6.902801686
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-16.49196838,-10.78334228,-14.73232292,13.02109917,-19.8002951,-24.08828489,-14.4689436,-9.44618988,-15.34208511,-18.46810428,-15.81862663,11.83049782,-39.80764412,-4.224386134,-24.49759506,-8.865861812
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.027931225,-0.700136614,-0.005077827,0.720037031,3.978671562,-18.84249909,1.682724357,0.317169935,-0.136379707,-1.862778139,-2.230059612,10.16872363,-5.651258457,9.024665404,-1.577018965,-9.641202402
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-2.049362089,-3.298191896,-1.855270053,-1.664143434,3.912924861,-2.805428377,3.983017683,-7.051054001,-3.524374868,-1.211459032,-8.355360891,-0.282936922,-4.290960695,-9.001481882,-1.693580295,6.328139433
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,2.516775745,-1.703914962,1.259556436,3.265648522,3.127376693,-1.104409537,-0.145107746,-0.211951151,1.231385494,0.423900285,0.164867418,5.463692345,19.7995707,-15.54853138,6.912841933,7.386862435
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.156533777,2.550628685,2.509343982,5.838150047,-0.240698755,4.404888176,-0.373109728,-26.39997673,3.274995655,-26.4342489,0.935720265,-5.897188164,-0.526606739,-1.873373009,7.180754721,6.777143501
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-4.007696963,9.376881958,2.638355748,3.009471298,2.177149587,-8.766422867,0.793770432,-4.635400295,-1.27023635,10.45995843,5.251183891,1.878474594,-4.562761641,-10.08702624,11.95333638,2.306262375
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-1.356817738,-1.73845457,-0.099234656,0.878012906,-4.789975182,-15.3928092,-0.095395535,-1.320067406,-2.12925698,5.122696172,-1.657841698,5.534467946,-0.577981607,-5.453387965,4.921094879,8.08608843
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0.247345168,-0.487469297,1.475846607,3.506127734,0.588607866,1.918376345,-0.050961014,0.150451854,-0.303835732,-6.315718275,2.468417245,-1.649147611,-5.420653981,1.046550173,-1.566624325,-3.633215528
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-0.359456618,-1.762873359,-0.525729735,3.290010743,7.585899751,2.750187211,-0.070346899,-0.603669345,0.577223937,3.343942933,4.859650056,5.0433219,6.676421325,-8.323816963,-1.938057502,-4.45806665
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-2.693863366,2.874281102,1.984209206,0.334659749,1.110297527,6.802944356,11.09464264,-29.25584221,1.195504692,-21.4699548,-2.360361073,1.696558171,-2.845858309,27.03027742,12.99591997,20.05786532
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,-3.05959009,-11.96994392,1.327413034,16.61716469,0.703912508,-33.90096513,-0.194780141,-0.503210902,-0.973248471,-22.12081472,1.764826517,13.32014092,-8.00045513,-10.35445396,-11.19861721,-11.58847801
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,16.05535413,-4.214098406,16.32295037,9.72736888,20.36239721,-19.58076061,16.78000832,0.327504009,9.774916184,-6.303426218,16.00457669,-0.654764604,24.82831861,5.965690184,19.63128568,10.84666019
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,17.55020628,-1.067404619,15.66085443,-3.694458834,11.04706392,8.991545805,15.52414608,-3.093785524,19.03817949,-13.52433096,12.67903433,-6.893487802,26.97443781,-6.072717539,7.344596003,-17.82838832
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,16.09547104,1.238188424,15.4478909,1.318935075,24.31607498,-2.544417701,15.19583035,-0.699134886,16.56659664,2.444113412,16.09955181,2.685259499,29.49890007,-12.02510985,25.31833519,-11.95455404
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,16.03567678,3.505701088,18.68612844,2.438948654,17.6100958,4.354400658,13.99074554,1.821375728,32.38989907,-27.37846086,15.11797792,1.570155167,20.79914933,10.52932742,10.05027086,3.091580414
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,16.59502091,-1.83182013,19.16221681,0.895959259,23.47397866,-3.779974579,14.68102741,-1.710679054,16.65072026,12.17158258,19.07385507,2.519856811,23.08056512,2.624051452,32.43478646,7.342633606
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,11.98351906,-3.461390246,12.99084996,1.719984304,7.011329158,2.05719019,13.54658031,-6.697386742,11.61576699,-4.280330409,16.69842289,-2.75301813,14.93153523,0.694444905,6.313417419,7.823194753
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,16.33437045,-3.242180448,15.05964931,4.291831393,19.74987491,-20.73167954,14.4382534,-0.126935795,15.42854007,-4.672012907,14.65976604,-1.891941648,11.02627166,-0.2155119,25.00383075,8.384654421
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,16.1384906,-4.007458396,14.40850822,6.828567795,23.86286728,-3.77705545,14.30932617,0.669402778,17.43822948,-13.16487069,17.72134868,-2.598103233,19.88710777,-4.327035613,20.52611343,8.117500596
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,12.6604717,-3.239646739,18.02833917,0.825409108,14.81286886,6.452596837,14.62987804,-2.000401974,28.5763109,-18.01928867,17.93670252,2.838880711,22.72870806,15.90953844,18.04430559,4.319378071
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,13.68848778,-11.94171516,9.671855699,20.09946068,18.36271263,-22.42357675,18.88510895,-7.558284283,18.98048378,-22.95626966,17.25539948,10.86670693,21.3734491,-28.37151029,11.49379612,-4.568403163
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,29.44942762,-2.498833132,34.20686628,-3.363035631,32.15593816,-19.22656752,16.79394913,-1.199780941,30.62913419,-11.95752473,27.34474279,3.398591566,33.73144437,17.16801982,35.07698537,0.893230009
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,25.57592592,0.58914102,31.03024683,14.64548791,29.54657564,7.359286436,30.45347404,12.02553463,28.65283975,-2.640553346,25.89326486,0.727343687,26.7254468,-6.030424944,30.37929544,-3.578093401
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,32.52559914,1.297406831,30.28943505,3.544777551,28.42757859,-8.480234943,29.98461533,0.557551622,30.11764016,3.954855599,30.16952767,4.659990945,45.0660006,-14.75513657,53.30249276,-14.32096191
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,30.5089615,1.964127564,34.42913133,-7.939107395,28.87516099,0.983701729,30.8651371,-4.280537605,32.91670495,-4.264752365,27.49121743,0.899471306,28.25127298,5.359428429,41.23018533,17.30756762
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,30.68253961,-1.81779158,33.72540154,0.93932283,47.6195456,-7.334077477,31.08546829,0.938683033,31.97285714,5.933606506,30.14867654,9.200108887,34.9913794,1.011996628,34.29671922,-0.726109146
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,29.20348309,-0.304095019,32.11847637,1.782282125,26.94409321,20.69681955,28.1297245,1.754829168,29.48257016,-0.549858798,31.39463757,3.385881673,31.70952557,9.999355565,23.86391018,9.870208989
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,30.30701526,-2.811960798,30.35879214,-4.076822858,29.07578166,-0.169237714,30.05566025,-0.170976847,30.15185054,-3.834419828,30.63661273,0.39251079,34.06925281,10.24340381,33.42071231,5.205117602
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,32.1053714,-4.382080741,29.68842308,1.267702393,34.14813415,9.377889924,30.43764305,-0.294596434,32.35943786,-3.616873451,29.54397957,-0.204913803,33.12637512,-1.649601646,29.07888405,20.95054083
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,26.38591364,4.510309392,29.01132944,2.884266072,39.26903131,-0.731874294,31.0839901,-28.48199463,29.22318247,-38.31796247,29.96261194,8.820787602,48.97864511,2.825956517,51.61455515,31.21819704
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,31.00271202,-10.86350814,29.12471939,12.47883233,39.76259972,-7.352668681,29.6659565,-1.029285789,30.60163284,-15.19320003,33.27478577,1.853532872,45.6264608,-17.42832462,32.77839447,-5.843326488
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,46.99392797,-1.297094774,49.13941289,3.395825911,48.99796773,-15.87596364,45.57209396,-1.295321584,46.32168294,-4.303218317,45.86946202,2.107329893,44.16317846,12.78272777,41.47551061,4.950997877
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,47.68768511,0.396393904,49.89447985,-3.602572313,43.74188051,-14.8233441,44.96763229,-0.289159626,37.47532472,5.475369581,40.86918077,3.888499388,51.42786226,0.05961717,41.45679674,-2.852965227
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,47.41717018,0.089049973,43.95972695,4.56818644,46.69781746,-8.01582273,30.85375023,-1.360488415,49.11281456,1.445703187,47.20635094,2.864020028,56.47444786,-11.04746398,47.80971779,-15.14537939
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,48.67209893,0.818479561,46.76853448,-2.3010597,52.07349664,1.75334742,44.81846619,-1.287671804,47.7531727,1.410199188,46.54017144,0.043655418,51.99897271,-5.72394035,48.73316842,9.242609047
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,45.89846101,-5.267624497,48.60535874,1.87395227,57.51516786,-4.477665543,47.0356369,-2.07520628,44.7915236,6.083644272,47.64077439,5.909522415,59.3073813,-13.59977925,51.51596513,1.533406616
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,44.21185444,-2.650026072,45.55537175,4.183962117,55.06926106,9.90791155,43.38261032,-0.075921111,46.10919331,-25.85290216,42.54265354,4.461506139,46.85181187,10.90062548,44.75573109,5.599457036
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,45.42731937,-1.849566084,44.11335452,2.443391222,53.25958331,7.691516299,45.33214569,0.032241769,45.67934878,-6.609743696,45.38392718,-5.425655943,62.82670291,-15.25670205,56.4758118,-0.844210249
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,46.36754028,-2.490145393,45.73244659,4.143791489,59.29093353,6.032987885,45.13205338,-0.183667347,46.06401245,-4.580121704,45.54485885,-0.178754516,43.09786407,4.557087235,56.04776184,9.894031815
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,44.78719309,3.97965067,48.47349909,1.176569157,60.00345972,2.543842488,60.41697693,-26.71574974,58.33465936,-30.33886034,46.73065927,15.98253649,67.13568857,7.863126927,47.69631937,16.72394198
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,43.69734169,-11.01993362,47.3404348,16.78694161,55.83097054,-16.55949012,44.89073563,-0.196221232,63.02923943,-11.27937118,48.10494972,3.329788289,63.57354332,-12.85047237,56.18654228,-6.916232982
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,59.62010289,-3.245638323,64.09290792,8.577241469,58.11437322,-0.711727571,62.48511887,-0.975327253,60.05953695,-3.164352846,56.88704396,-2.290777635,56.43509389,24.21601634,58.97004033,0.319583464
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,60.8771306,-5.500258318,62.33669481,14.55411447,62.61347399,-10.7517861,52.36679459,-2.897643089,59.34590349,0.211459288,59.09386263,15.85838617,70.37063799,-16.81605183,50.75294313,-9.029636255
